Record_ID,Date_Time,State,Sector,Consumption_MWh,Peak_Demand_MW,Generation_MWh,Electricity_Price_USD_per_MWh,Renewable_Share_Pct,Weather_Index,Peak_Flag
101534,2024-03-04 21:00:00,California,Residential,956.1,990.29,1050.66,55.09,15.05,60.16,No
101175,2024-02-18 22:00:00,Florida,Industrial,884.01,934.73,944.46,46.83,17.45,49.55,No
100298,2024-01-13 09:00:00,California,Industrial,1336.23,1261.61,1504.67,55.82,8.24,69.11,No
100643,2024-01-27 18:00:00,California,Commercial,925.75,1073.79,1061.94,56.33,17.3,33.53,No
102610,2024-04-18 17:00:00,Texas,Residential,1113.98,1224.99,1279.11,56.51,39.58,60.96,No
101182,2024-02-19 05:00:00,California,Residential,758.73,798.88,803.17,59.66,25.71,42.58,No
104383,2024-07-01 14:00:00,Florida,Industrial,1342.65,1544.99,1522.92,57.21,45.86,59.65,Yes
102472,2024-04-12 23:00:00,New York,Residential,558.81,541.99,594.05,56.48,10.19,49.55,No
103239,2024-05-14 22:00:00,Florida,Industrial,817.83,941.31,873.74,65.07,8.86,44.34,No
103241,2024-05-15 00:00:00,New York,Residential,497.59,543.88,536.37,42.94,28.43,71.52,No
104394,2024-07-02 01:00:00,Texas,Residential,883.13,816.32,963.04,43.49,60.77,26.46,No
102146,2024-03-30 09:00:00,California,Residential,885.61,990.29,913.7,59.27,35.82,45.32,No
102551,2024-04-16 06:00:00,California,Industrial,925.06,960.75,956.59,54.51,24.06,31.45,No
101659,2024-03-10 02:00:00,New York,Residential,467.19,479.74,517.21,39.45,38.83,49.08,No
103410,2024-05-22 01:00:00,Texas,Residential,787.49,823.07,841.9,58.21,22.01,55.17,No
101892,2024-03-19 19:00:00,New York,Industrial,1217.8,1200.27,1338.2,62.16,26.76,3.75,No
104774,2024-07-17 21:00:00,California,Commercial,1091.29,1006.52,1130.35,60.41,34.89,45.95,No
103039,2024-05-06 14:00:00,Texas,Commercial,1150.49,1082.73,1322.65,46.66,11.7,82.93,No
102827,2024-04-27 18:00:00,Texas ,Industrial,1401.72,1529.88,1604.07,56.41,27.81,46.27,Yes
100430,2024-01-18 21:00:00,Texas,Residential,1179.38,1116.84,1343.37,57.66,17.52,46.14,No
100765,2024-02-01 20:00:00,Texas,Commercial ,1291.38,1385.05,1372.15,64.12,14.41,47.45,Yes
100417,2024-01-18 08:00:00,California,Commercial,1090.3,1132.17,1209.59,71.64,47.43,51.52,No
103201,2024-05-13 08:00:00,Florida,Residential,974.11,899.27,1117.77,43.09,39.69,48.77,No
103668,2024-06-01 19:00:00,Texas,Residential,1028.89,1160.13,1114.86,51.88,26.51,81.16,No
100107,2024-01-05 10:00:00,New York,Commercial,972.61,1097.47,1053.12,48.4,39.95,84.22,No
100229,2024-01-10 12:00:00,New York,Residential,862.16,819.46,972.13,45.66,45.15,67.37,No
102012,2024-03-24 19:00:00,Texas,Commercial ,1217.92,1317.38,1233.66,73.55,43.8,54.71,No
102760,2024-04-24 23:00:00,Texas,Residential,702.39,719.73,704.35,40.24,31.97,17.81,No
102764,2024-04-25 03:00:00,New York,Residential,461.86,498.19,528.76,41.99,28.69,51.42,No
103889,2024-06-11 00:00:00,Florida,Commercial,793.05,990.29,873.1,46.89,27.58,35.47,No
103857,2024-06-09 16:00:00,New York,Residential,775.3,839.22,844.37,47.28,29.47,78.73,No
102837,2024-04-28 04:00:00,New York,Industrial,788.47,804.32,844.33,55.09,31.02,29.43,No
103653,2024-06-01 04:00:00,California, Residential ,652.28,646.89,659.7,48.6,40.88,39.09,No
102116,2024-03-29 03:00:00,Texas,Industrial,1068.7,1186.13,1217.55,64.48,25.75,54.04,No
100469,2024-01-20 12:00:00,California,Commercial ,1075.92,1146.81,1187.78,71.84,48.08,29.48,No
102465,2024-04-12 16:00:00,Florida,Commercial,988.58,966.48,1056.92,57.74,23.8,63.83,No
102125,2024-03-29 12:00:00,New York,Commercial,1015.75,1058.76,1156.38,73.79,25.01,64.8,No
101635,2024-03-09 02:00:00,New York,Industrial,743.74,767.64,775.12,61.91,26.53,35.27,No
100764,2024-02-01 19:00:00,Texas ,Residential,1295.66,1246.99,1312.63,63.6,53.2,45.78,No
103869,2024-06-10 04:00:00,Texas ,Residential,779.48,727.32,853.75,45.66,32,49.55,No
102803,2024-04-26 18:00:00,New York,Industrial,1168.6,1292.98,1260.14,59.57,44.9,33.92,No
100531,2024-01-23 02:00:00,California,Industrial,845.63,982.54,858.54,70.87,49.34,41.42,No
100600,2024-01-25 23:00:00,Texas,Residential,848.17,819.63,948.2,63.3,11.24,46.67,No
100228,2024-01-10 11:00:00,New York,Commercial ,904.48,827.4,1025.97,51.89,33.69,12.09,No
102414,2024-04-10 13:00:00,Texas,Commercial ,1365.21,1302.27,1414.09,53.24,45.3,56.11,No
101296,2024-02-23 23:00:00,California,Commercial ,623.81,734.41,687.71,49.98,50.95,64.18,No
100554,2024-01-24 01:00:00,Florida,Industrial,812.19,768,910.42,55.09,12.29,53.86,No
103424,2024-05-22 15:00:00,Texas,Residential,1291.74,1347.36,1333.35,60.55,21.42,48.66,Yes
101095,2024-02-15 14:00:00,California,Residential,996.24,1069.04,1117.75,56.41,38.6,80.18,No
102096,2024-03-28 07:00:00,California,Industrial,1449.57,1359.56,1493.96,55.09,50.57,32.33,Yes
100158,2024-01-07 13:00:00,Texas ,Residential,1026.27,1105.23,1038.58,61.03,30.26,33.16,No
101935,2024-03-21 14:00:00,Texas ,Industrial,1765.76,1673.6,1850.81,55.96,50.01,31.61,Yes
100486,2024-01-21 05:00:00,New York,Industrial,595.64,695.32,622.74,59.75,26.58,45.49,No
103734,2024-06-04 13:00:00,Florida,Commercial,1073.94,982.62,1219.07,42.46,26.71,48.13,No
103056,2024-05-07 07:00:00,New York,Commercial,956.16,893.97,1069.02,45.86,37.64,64.03,No
102035,2024-03-25 18:00:00,Florida,Commercial,1053.89,1239.49,1137.95,74.66,31.02,71.27,No
101102,2024-02-15 21:00:00,New York,Residential,943.77,946.41,1024.52,58.83,21.52,41.78,No
102926,2024-05-01 21:00:00,New York,Commercial,947.91,1073.19,1019.8,57.63,49.78,48.89,No
102856,2024-04-28 23:00:00,Florida,Commercial,605.92,708.53,684.18,42.21,37.88,70.34,No
104356,2024-06-30 11:00:00,Florida,Commercial ,877.91,841.61,1008.67,53.03,41.04,38.72,No
100085,2024-01-04 12:00:00,California,Residential,1012.98,917.82,1028.81,60.55,35.31,33.07,No
104042,2024-06-17 09:00:00,California,Commercial,1153.89,1173.24,1267.04,66.26,10.78,45.62,No
103276,2024-05-16 11:00:00,California,Residential,1030.67,1067.12,1122.63,57.98,41.59,69.71,No
100890,2024-02-07 01:00:00,California,Commercial,677.08,793.15,716.15,46.12,42.64,36.14,No
100692,2024-01-29 19:00:00,New York,Residential,767.63,707.51,835.22,60.15,21.09,49.55,No
100722,2024-01-31 01:00:00,California,Commercial,768.27,898.06,827.25,58.87,34.07,54.76,No
100882,2024-02-06 17:00:00,Texas ,Industrial,1687.14,1974.53,1694.38,54.73,22.83,20.68,Yes
104233,2024-06-25 08:00:00,California,Industrial,1128.21,1284.28,1149.54,52.38,15.9,48.03,No
100030,2024-01-02 05:00:00,Texas,Residential,682.5,800.37,683.97,52.4,29.49,52.23,No
102848,2024-04-28 15:00:00,California,Industrial,1140.01,1067.36,1238.04,53.99,20.78,49.55,No
103351,2024-05-19 14:00:00,California,Commercial ,1053.62,1218.56,1139.39,69.09,16.91,56.58,No
101567,2024-03-06 06:00:00,Texas ,Residential,872.19,990.27,1024.52,43.47,27.77,93.46,No
104710,2024-07-15 05:00:00,Florida,Industrial,872.95,945.75,876.94,47.8,30.22,70.97,No
103448,2024-05-23 15:00:00,Texas ,Commercial ,1399.88,1383.95,1024.52,66.3,27.97,51.19,Yes
103980,2024-06-14 19:00:00,New York,Commercial,925.47,862.14,955,60.57,38.16,52.02,No
100556,2024-01-24 03:00:00,New York,Residential,620.93,685.24,627.95,65.42,16.95,54.37,No
103014,2024-05-05 13:00:00,New York,Residential,804.88,727.26,908.49,56.9,23.58,21.98,No
100415,2024-01-18 06:00:00,Florida,Residential,679.36,625.41,780.91,58.3,28.96,55.32,No
102439,2024-04-11 14:00:00,Florida,Commercial,1015.7,1194.49,1104.03,56.14,21.61,60.52,No
101850,2024-03-18 01:00:00,Florida,Residential,698.1,638.49,749.11,48.33,35.34,28.68,No
101783,2024-03-15 06:00:00,New York,Industrial,955.95,938.28,948.23,40.72,33.33,60.95,No
100832,2024-02-04 15:00:00,New York,Industrial,1043.98,1170.66,1089.53,51.09,11.33,21.95,No
101882,2024-03-19 09:00:00,California,Residential,1067.15,1023.66,1118.79,68.17,47.83,56.47,No
101026,2024-02-12 17:00:00,New York,Commercial,1007.79,1128.14,1032.48,63.12,33.48,41.81,No
101392,2024-02-27 23:00:00,Texas,Commercial,882.87,834.96,966.84,50.5,20.54,44.84,No
104814,2024-07-19 13:00:00,Florida,Residential,1006.37,1142.4,1096.94,63.49,33.67,19.38,No
104946,2024-07-25 01:00:00,New York,Commercial,636.08,681.22,663.92,55.09,30.44,50.2,No
103434,2024-05-23 01:00:00,New York,Commercial ,705.22,648.87,804.09,40.09,19.4,71.21,No
103405,2024-05-21 20:00:00,Texas ,Commercial,1247.96,1131.7,1344.49,54.45,26,42.9,No
100706,2024-01-30 09:00:00,New York,Commercial,1039.96,1029.6,1040.5,41.9,36.43,61.66,No
102115,2024-03-29 02:00:00,Texas ,Industrial,1119.49,1283.98,1219.32,50.62,34.95,45,No
100024,2024-01-01 23:00:00,New York,Residential,657.14,648.34,661.39,34.53,39.93,58.5,No
104606,2024-07-10 21:00:00,New York,Residential,950.06,1097.05,992.69,52.5,32.98,35.36,No
101341,2024-02-25 20:00:00,California,Commercial,1021.03,1170.5,1051.05,56.69,20.68,47.79,No
102128,2024-03-29 15:00:00,Texas,Commercial,1295.91,1488.98,1337.83,61.6,17.01,42.41,Yes
101584,2024-03-06 23:00:00,New York,Residential,591.22,620.08,638.74,42.88,27.62,24.56,No
101045,2024-02-13 12:00:00,California,Residential,933.28,882.44,1057.84,45.33,36.91,40.87,No
102588,2024-04-17 19:00:00,Texas ,Residential,1250.04,1440.63,1344.19,56.59,32.73,70.95,Yes
104903,2024-07-23 06:00:00,Texas,Residential,764.19,794.43,772.1,47.24,31.32,54.42,No
101322,2024-02-25 01:00:00,Texas,Industrial,925.82,1033.88,991.51,42.52,20,51.93,No
103892,2024-06-11 03:00:00,Florida,Commercial ,786.64,819.83,857.26,67.48,35.46,31.86,No
102883,2024-04-30 02:00:00,California,Industrial,847.26,952.54,920.73,57.43,32.06,69.76,No
103528,2024-05-26 23:00:00,Texas ,Commercial ,719.32,797.37,762.61,57.23,30.2,53,No
100297,2024-01-13 08:00:00,Texas ,Industrial,1471.84,1419.2,1484.84,72.58,20.23,49.18,Yes
100539,2024-01-23 10:00:00,New York,Industrial,1194.43,1196.39,1251.74,52.41,43.52,47.92,No
103274,2024-05-16 09:00:00,Florida,Industrial,1278.89,1470.6,1309.76,60,23.2,43.72,Yes
101919,2024-03-20 22:00:00,New York,Industrial,713.77,651.74,726.97,62.51,18.42,53.53,No
102562,2024-04-16 17:00:00,Texas ,Residential,1123.17,1204.85,1260.86,60.44,14.82,22.81,No
104140,2024-06-21 11:00:00,Florida,Industrial,1230.42,1171.19,1239.24,46.72,31.02,45.35,No
102275,2024-04-04 18:00:00,New York,Commercial,923.03,956.87,926.06,51.27,15.63,61.39,No
101724,2024-03-12 19:00:00,Texas,Commercial,1370.47,1453.66,1374.38,57.21,22.27,30.03,Yes
101877,2024-03-19 04:00:00,Florida,Residential,649.2,637.09,713.63,52.18,26.04,46.61,No
102158,2024-03-30 21:00:00,California,Industrial,1091.87,1258.59,1169.84,56.12,30.89,67.65,No
102407,2024-04-10 06:00:00,California,Residential,574.3,567.07,632.27,60.62,19.06,23.56,No
104266,2024-06-26 17:00:00,New York,Residential,917.05,979.55,975.36,53.7,31.54,59.46,No
101414,2024-02-28 21:00:00,Texas,Commercial,955.95,1383.81,1327,58.82,42.87,68.51,Yes
101925,2024-03-21 04:00:00,California,Industrial,883.99,887.64,959.69,53.53,41.59,39.53,No
102260,2024-04-04 03:00:00,New York,Commercial,712.48,683.55,815.61,43.54,7.51,38.43,No
100438,2024-01-19 05:00:00,California,Commercial ,635.3,743.83,645.18,58.07,22.34,49.9,No
101484,2024-03-02 19:00:00,Texas,Residential,979.65,1153.84,984.08,49.65,31.02,33.18,No
101116,2024-02-16 11:00:00,Florida,Residential,955.95,834.76,891.4,52.09,37.95,73.22,No
102003,2024-03-24 10:00:00,New York,Commercial ,777.45,840.72,780,51.48,36.92,31.99,No
102442,2024-04-11 17:00:00,Florida,Residential,819.89,925.12,847.12,56.79,35.05,51.12,No
101091,2024-02-15 10:00:00,New York,Commercial,1070.07,982.51,1174.93,47.29,23.62,41.2,No
103648,2024-05-31 23:00:00,New York,Residential,476.89,549.32,518.84,41.55,50.72,58.69,No
103154,2024-05-11 09:00:00,New York,Industrial,1052.52,1149.24,1108.52,47.52,31.02,39.17,No
103306,2024-05-17 17:00:00,New York,Residential,870.98,929.64,950.28,67.72,24,59.46,No
101887,2024-03-19 14:00:00,Texas,Residential,1200.04,1359.28,1213.32,58.29,29.7,48.05,Yes
102032,2024-03-25 15:00:00,Florida,Commercial,995.01,898.17,1019.99,55.09,48.4,30.74,No
101535,2024-03-04 22:00:00,New York,Residential,673.61,776.6,767.13,53.18,46.18,36.32,No
100169,2024-01-08 00:00:00,Texas,Residential,781.23,841.73,845.01,47.4,10.6,45.31,No
101938,2024-03-21 17:00:00,California,Residential,1073.46,1162.86,1142.05,62.02,33.14,33.03,No
102874,2024-04-29 17:00:00,New York,Commercial ,1053.67,953.5,1127.68,55.68,33.01,86.35,No
102099,2024-03-28 10:00:00,California,Residential,1029.72,1090.62,1141.86,72.92,34,20.81,No
104258,2024-06-26 09:00:00,New York,Residential,920.01,835.5,940.23,48.53,30.21,60.32,No
104170,2024-06-22 17:00:00,Texas,Commercial,1251.38,1243.07,1370.96,51.54,10.77,53.56,No
103867,2024-06-10 02:00:00,New York,Commercial,621.5,608.36,709.46,49.77,34.4,79.01,No
101554,2024-03-05 17:00:00,California,Residential,1012.45,1177.95,1148.96,57.29,22.9,67.62,No
103163,2024-05-11 18:00:00,California,Commercial,853.91,957.53,913.1,62.38,39.44,64.78,No
104924,2024-07-24 03:00:00,California,Industrial,937.19,924.91,978.84,69.27,20.06,39.43,No
101003,2024-02-11 18:00:00,California,Commercial ,906.72,867.79,912.18,48.82,26.8,49.55,No
104251,2024-06-26 02:00:00,New York,Residential,429.85,439.51,459.72,44.08,25.22,49.48,No
103709,2024-06-03 12:00:00,California,Residential,914.2,865.08,1049.37,39.84,24.21,55.48,No
100466,2024-01-20 09:00:00,New York,Industrial,1075.34,1220.27,1024.52,59.63,37.08,63.28,No
101323,2024-02-25 02:00:00,California,Industrial,849.02,831.15,946.15,57.16,29.46,73.8,No
100950,2024-02-09 13:00:00,Florida,Commercial ,1093.49,1170.45,1164.84,60.57,29.34,65.37,No
102187,2024-04-01 02:00:00,California,Industrial,832.49,833.58,858.61,54.98,16.86,10.71,No
104678,2024-07-13 21:00:00,New York,Residential,765.95,852.35,838.62,59.01,41.78,76.45,No
100200,2024-01-09 07:00:00,California,Commercial,1113.32,1191.52,1148.95,50.29,48.13,69.64,No
103693,2024-06-02 20:00:00,California,Commercial,1121.85,1147.24,1133.78,65.49,33.05,44.01,No
103489,2024-05-25 08:00:00,Texas,Residential,1084.33,978.35,1216.93,74.52,18.84,40.77,No
102888,2024-04-30 07:00:00,New York,Commercial,960.75,960.73,1052.64,43.96,25.5,48.89,No
101042,2024-02-13 09:00:00,California,Residential,1117.22,1153.02,1205.45,67.82,18.32,80.14,No
103465,2024-05-24 08:00:00,Texas,Industrial,1610.27,1694.42,1820.49,73.55,33.22,50.05,Yes
104890,2024-07-22 17:00:00,Texas ,Commercial,1375.9,1343.95,1422.14,63.18,35.14,53.51,Yes
100241,2024-01-11 00:00:00,New York,Industrial,743.62,711.15,778.53,43.4,45.5,49.48,No
104260,2024-06-26 11:00:00,New York,Residential,885.08,1031.79,946.82,52.5,30.31,32.76,No
104223,2024-06-24 22:00:00,New York,Industrial,803.1,843.2,912.92,56.79,18.03,53.05,No
104264,2024-06-26 15:00:00,New York,Industrial,1199.67,1309.67,1291.5,72.42,18.08,27.6,No
101739,2024-03-13 10:00:00,New York,Residential,834.28,776.98,937.94,64.41,22.28,53.64,No
101500,2024-03-03 11:00:00,California,Commercial ,1011.79,995.18,1099.13,48.49,16.69,55.43,No
100249,2024-01-11 08:00:00,New York,Commercial,983.14,934.91,1035.53,61.69,38.65,49.55,No
104766,2024-07-17 13:00:00,New York,Residential,832.71,900.47,860.51,58.11,31.39,31.02,No
100458,2024-01-20 01:00:00,New York,Commercial,499.77,460.87,523.89,44.15,22.63,48.22,No
104615,2024-07-11 06:00:00,California,Industrial,885.22,831.67,910.7,60.02,13.88,49.55,No
103493,2024-05-25 12:00:00,California,Industrial,955.95,1365.57,1254.55,51.82,15.69,28.77,Yes
104602,2024-07-10 17:00:00,California,Residential,931.33,969.73,1063.88,47.15,43.1,50.68,No
102705,2024-04-22 16:00:00,California,Residential,1009.39,1004.59,1081.7,49.21,17.97,48.48,No
101294,2024-02-23 21:00:00,Texas ,Commercial,1335.02,1369.02,1438.08,63.85,31.02,24.74,Yes
100978,2024-02-10 17:00:00,Texas,Residential,965.41,1047.04,968.74,56.9,20.61,40.79,No
102670,2024-04-21 05:00:00,California,Commercial,742.36,785.73,748.82,52.06,19.25,11.79,No
102395,2024-04-09 18:00:00,New York,Commercial,972.7,992.81,1117.79,52.72,31.68,64.42,No
100089,2024-01-04 16:00:00,California,Industrial,1386.11,1509.39,1413.91,65.21,33.97,55.03,Yes
100627,2024-01-27 02:00:00,New York,Commercial,536.6,539.66,555.54,58.54,33.71,48.19,No
104000,2024-06-15 15:00:00,Texas,Industrial,1497.42,1562.26,1563.73,61.12,36.93,66.88,Yes
100009,2024-01-01 08:00:00,Florida,Residential,1000.24,943.53,1031.95,59.6,32.23,48.74,No
104432,2024-07-03 15:00:00,Florida,Residential,959.3,1025.24,1075.52,60.75,20.76,51.87,No
101428,2024-02-29 11:00:00,New York,Residential,943.84,856.08,1072.03,52.02,21.06,49.29,No
102950,2024-05-02 21:00:00,New York,Commercial,924.99,1087.78,941.09,56.32,32.65,52.78,No
103066,2024-05-07 17:00:00,California,Residential,986.44,1010.44,1065.13,67.76,31.82,57.12,No
101225,2024-02-21 00:00:00,New York,Residential,612.7,590.77,657.72,53.86,40.49,16.86,No
101613,2024-03-08 04:00:00,Florida,Commercial,752.45,774.53,834.82,49.11,19.12,69.35,No
100145,2024-01-07 00:00:00,California,Commercial,698.41,750.83,716.31,59.34,44.68,21.9,No
101551,2024-03-05 14:00:00,New York,Commercial,954.72,931.23,1015.97,56.21,34.49,56.39,No
103858,2024-06-09 17:00:00,Florida,Residential,948.34,966.08,1087.11,57.42,23.39,40.03,No
104149,2024-06-21 20:00:00,Texas ,Commercial,1378.64,1361.44,1576.78,69.76,29.22,49.55,Yes
103674,2024-06-02 01:00:00,Texas,Residential,686.93,762.89,749.32,49.73,24.32,49.34,No
103831,2024-06-08 14:00:00,New York,Commercial,783.12,879.6,877.89,57.11,41.2,29.87,No
103694,2024-06-02 21:00:00,California,Residential,962.04,1020.25,1024.52,43.31,32.99,46.14,No
100152,2024-01-07 07:00:00,California,Residential,801.27,746.17,904.99,53.6,45.87,40.97,No
102246,2024-04-03 13:00:00,Florida,Residential,1022.67,1036.05,1039.61,56.19,23.41,28.21,No
103913,2024-06-12 00:00:00,Texas,Commercial ,842.53,812.58,912.36,60.36,49.97,27.24,No
102081,2024-03-27 16:00:00,Texas,Commercial,1283.52,1224.26,1441.03,58.45,62.93,25.24,No
100240,2024-01-10 23:00:00,Texas,Commercial,883.51,1042.21,991.47,61.81,28.4,35.97,No
101171,2024-02-18 18:00:00,Florida,Residential,895.99,1044.32,1019.13,57.1,16.72,31.06,No
102380,2024-04-09 03:00:00,California,Residential,731.69,733.14,829.2,61.49,14.56,49.47,No
103428,2024-05-22 19:00:00,Florida,Industrial,1343.92,1513.7,1427.82,53.63,46.94,34.13,Yes
103236,2024-05-14 19:00:00,California,Industrial,1277.69,1400.46,1446.14,56.73,16.86,76.82,Yes
103207,2024-05-13 14:00:00,California,Residential,1031.43,1152.15,1127.17,71.33,15.63,23.39,No
103853,2024-06-09 12:00:00,Florida,Residential,775.79,750.31,885.85,53.19,49.49,25.85,No
103244,2024-05-15 03:00:00,Texas ,Commercial,948.5,874.47,987.97,47.96,26.79,54.79,No
102458,2024-04-12 09:00:00,Florida,Commercial,920.58,987.82,1034.82,66.2,45.9,54.3,No
103999,2024-06-15 14:00:00,Florida,Residential,724.84,842.28,831.95,53.53,22.79,48.02,No
100684,2024-01-29 11:00:00,Texas ,Residential,1228.43,1137,1271.47,56.18,21.35,52.69,No
104804,2024-07-19 03:00:00,California,Residential,604.36,641.16,621.22,58.25,21.79,66.3,No
101770,2024-03-14 17:00:00,New York,Commercial,983.47,1128.25,1107.5,50.07,42.11,50.9,No
102733,2024-04-23 20:00:00,Texas,Residential,1165.93,1350.98,1273.28,68.11,24.06,48.88,Yes
104024,2024-06-16 15:00:00,California,Residential,930.44,843.34,976.42,61.04,26.97,56.13,No
103083,2024-05-08 10:00:00,California,Residential,971.11,978.41,1087.35,57.96,9.46,57.14,No
103041,2024-05-06 16:00:00,Texas,Industrial,1552.4,1617.77,1647.9,67.95,25.45,40.22,Yes
104265,2024-06-26 16:00:00,Texas ,Commercial ,1413.79,1606.72,1507.95,64.96,14.14,46.36,Yes
103592,2024-05-29 15:00:00,Texas,Residential,1199.23,1247.91,1329.01,61.76,34.92,38.16,No
101612,2024-03-08 03:00:00,Texas ,Residential,712.71,801,794.31,39.61,28.84,54.24,No
104289,2024-06-27 16:00:00,California,Commercial,1009.68,947.89,1160.29,57.9,35.37,10.16,No
103866,2024-06-10 01:00:00,New York,Residential,620.5,692.05,660.07,42.74,51.39,49.55,No
103671,2024-06-01 22:00:00,California,Industrial,852.58,980.9,941.25,52.6,38.04,43.09,No
100101,2024-01-05 04:00:00,Texas,Commercial,858.85,948.38,952.75,35.78,36.36,82.94,No
102859,2024-04-29 02:00:00,Texas,Residential,805.53,838.44,886.34,55.78,53.62,35.46,No
100590,2024-01-25 13:00:00,Texas,Residential,1140.47,1090.96,1257.08,68.54,41.92,34.46,No
103168,2024-05-11 23:00:00,Texas,Residential,714.98,746.04,741.78,53.22,13.98,78.3,No
103752,2024-06-05 07:00:00,New York,Residential,854.47,854.51,902.79,48.3,28.28,12.87,No
101439,2024-02-29 22:00:00,California,Residential,656.49,629.13,706.04,70.09,34.8,29.95,No
103843,2024-06-09 02:00:00,New York,Commercial,550.59,529.56,582.05,53.73,31.02,41.69,No
102581,2024-04-17 12:00:00,Texas,Residential,1259.42,1338.37,1391.19,67.6,22.59,34.81,Yes
101655,2024-03-09 22:00:00,Texas,Residential,657.54,723.47,684.86,66.32,25.29,65.61,No
101616,2024-03-08 07:00:00,Texas ,Residential,1099.96,1047.49,1116.2,38.55,31.19,41.83,No
104709,2024-07-15 04:00:00,California,Residential,589.92,571.47,655.36,48.39,37,38.94,No
102536,2024-04-15 15:00:00,California,Residential,1009.16,1044.03,1018.45,44.37,48.09,51.82,No
102118,2024-03-29 05:00:00,Florida,Residential,652.99,672.17,680.3,57.79,31.08,49.44,No
101056,2024-02-13 23:00:00,New York,Industrial,852.88,1000.61,864.6,63.74,31.07,28.57,No
104596,2024-07-10 11:00:00,Florida,Commercial,1014.72,1057.44,1067.39,48.79,54.19,33.3,No
102058,2024-03-26 17:00:00,New York,Commercial,898.75,908.05,1019.05,58.55,44.56,38.67,No
104248,2024-06-25 23:00:00,Texas,Commercial,913.95,853.35,978.92,44.59,38.85,43.69,No
104765,2024-07-17 12:00:00,Florida,Commercial ,1026.17,1050.08,1151.8,50.06,19.51,26.52,No
102860,2024-04-29 03:00:00,Texas,Residential,720.29,748.02,794.2,55.03,50.96,69.92,No
101533,2024-03-04 20:00:00,Texas ,Industrial,1606.68,1471.66,1633.98,67.77,34.13,39.03,Yes
100712,2024-01-30 15:00:00,Florida,Industrial,1337.81,1547.22,1405.62,54.35,55.22,56.42,Yes
101942,2024-03-21 21:00:00,California,Commercial ,1189.24,1166.01,1304.67,41.47,25.34,46.47,No
102145,2024-03-30 08:00:00,New York,Industrial,998.64,1150.65,1073.38,52.19,17.34,25.63,No
